"region","city","ts_type","post_type","steal_date","ts_brand","ts_model","reg_id","ts_year_prod","engine_id","body_id","frame_id","vin","colour","steal_place"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","15.08.2007","Lexus","RX400H","В804КУ98","2006","3MZ 0352476","0047808"," ","JTJHW31U400047808","другие цвета","Санкт-Петербург,Васильевский остров, ул. Кораблестроителей"
"Москва и Московская обл.","Москва","Автомобиль","угнали","17.09.2007","Nissan","x-trail","т803еа150","2001","QR20-017230A","NT30-011112"," "," ","другие цвета","г.Королев м.о.,проспект королева 20-а от подъезда"
"Москва и Московская обл.","Москва","Автомобиль","угнали","27.09.2007","Toyota","Avensis","т565*н 177","2007"," "," "," "," ","другие цвета","Дубнинская улица"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","20.07.2004","Toyota","Ланд Крузер","Р252СК78","1994","0081585","7016312"," ","JT111TJ8007016312","другие цвета","Гараж на улице Савушкина возле магазина ""Лента"""
"Москва и Московская обл.","Москва","Автомобиль","угнали","27.09.2007","ВАЗ","21124","к249рт177","2007"," "," "," "," ","другие цвета","М. Выхино"
"Москва и Московская обл.","Москва","Автомобиль","угнали","20.09.2007","Toyota","corolla"," ","2005","3zze392105","nmtbz20e60r117809"," ","nmtbz20e60r117809","другие цвета","п.Мосрентген"
"Пермская обл.","Нытва","Автомобиль","угнали","19.12.2007","ВАЗ","21150","М353ЕК 59","2001","3073966","12947409"," ","XTA21150012947409","другие цвета","угнан в г.Перми в ночь с 18 на 19 декабря 2006 года от подъезда дома 44 по ул.магистральная"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","29.09.2007","ГАЗ","3110","C570EC98","2002"," "," "," "," ","другие цвета","Угол Дальневосточного проспекта и ул. Коллонтай на парковке у гипермаркета ""Карусель"""
"Москва и Московская обл.","Москва","Автомобиль","угнали","02.10.2007","Suzuki","Grand Vitara","н895нк 177","2003"," "," "," "," ","другие цвета","ул.Дубнинская"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","09.06.2007","Volkswagen","GOLF4","н540ко 98","1998"," "," "," "," ","другие цвета","ул.Тимуровская"
"Татарстан","Казань","Автомобиль","угнали","15.10.1997","ВАЗ","2106","а156то16","1996"," "," "," "," ","другие цвета","Советский район, ул. Аделя Кутуя"
"Москва и Московская обл.","Москва","Автомобиль","угнали","19.09.2007","Mazda","3","В444НВ 177","2006"," "," "," "," ","другие цвета","ул. З. и А. Космодемьянских около д. 16/1"
"Алма-Атинская обл.","Алматы","Автомобиль","угнали","19.09.2007","Lexus","gs300","A770APN","1999","0713637","JT8BD68S2X0075054"," "," ","другие цвета","Держинского-Маметовой"
"Москва и Московская обл.","Москва","Автомобиль","угнали","03.10.2007","Toyota","Corolla","Х512НВ177","0"," "," "," "," ","другие цвета","Осенний б-р, д.12, корп. 10-11"
"Самарская обл.","Самара","Автомобиль","угнали","03.10.2007","ВАЗ","2111","м277еу63","2005"," "," "," "," ","другие цвета","г.Самара, ТЦ ""Старозагорский"""
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","03.10.2007","Mazda","6","к627вв 98","2006"," "," "," "," ","другие цвета","ул.Обручевых"
"Москва и Московская обл.","Москва","Автомобиль","угнали","24.09.2007","BMW","525"," ","2002","256s532112720","br87979"," ","x4xdt45042br87979","другие цвета","г. Мытищи, ул. Каргина, 22"
"Приморский край","Владивосток","Автомобиль","угнали","05.10.2007","Toyota","PRADO","У069ХТ","1996","1KZ0326135"," "," "," ","другие цвета"," "
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","07.10.2007","ВАЗ","21099","o019ха78","2003"," "," "," "," ","другие цвета","Санкт-Петербург,ул.фарфоровская,дом 20"
"Ростовская обл.","Аксай","Автомобиль","угнали","19.09.2007","Audi","100","М292ОК61","0"," "," "," "," ","другие цвета","гараж"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","08.10.2007","Honda","CR-V","С605ЕВ98","2001"," "," "," "," ","другие цвета","ул. Белорусская"
"Москва и Московская обл.","Москва","Автомобиль","угнали","08.08.2007","Volkswagen","пассат","у423тм177","1998"," "," "," "," ","другие цвета","Речной вокзал"
"Воронежская обл.","Анна","Автомобиль","угнали","10.10.2007","ВАЗ","21099","транзит","1998"," "," "," "," ","другие цвета","м-н эльдорадо"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","12.10.2007","Mitsubishi","Лансер","К608ОН 98","2005"," "," "," "," ","другие цвета","СПб, пр. Пятилеток д17к4. 12.10.07 с 20.00 до 23.00"
